sample-id,score,group
ERR2032734,0.7239,NORMAL
ERR2032740,0.8016,OTHER
ERR2032741,0.6598,NORMAL
ERR2032742,0.9091,DEVIANT
ERR2032744,0.6821,NORMAL
ERR2032745,0.9005,DEVIANT
ERR2032746,0.6751,NORMAL
ERR2032747,0.8616,OTHER
ERR2032750,0.6993,NORMAL
ERR2032751,0.7245,NORMAL
ERR2032755,0.7411,OTHER
ERR2032757,0.8801,OTHER
ERR2032759,0.8123,OTHER
ERR2032766,0.5754,NORMAL
ERR2032767,0.6428,NORMAL
ERR2032769,0.6403,NORMAL
ERR2032770,0.7955,OTHER
ERR2032772,0.7625,OTHER
ERR2032775,0.7798,OTHER
ERR2032778,0.7356,OTHER
ERR2032782,0.7641,OTHER
ERR2032783,0.6435,NORMAL
ERR2032785,0.6343,NORMAL
ERR2032786,0.7581,OTHER
ERR2032791,0.6642,NORMAL
ERR2032797,0.7088,NORMAL
ERR2032798,0.7882,OTHER
ERR2032800,0.8115,OTHER
ERR2032801,0.7489,OTHER
ERR2032802,0.7819,OTHER
ERR2032807,0.6907,NORMAL
ERR2032813,0.6452,NORMAL
ERR2032816,0.7257,NORMAL
ERR2032818,0.7288,OTHER
ERR2032819,0.6603,NORMAL
ERR2032826,0.8432,OTHER
ERR2032827,0.7017,NORMAL
ERR2032828,0.915,DEVIANT
ERR2032829,0.9196,DEVIANT
ERR2032830,0.8641,OTHER
ERR2032831,0.7996,OTHER
ERR2032835,0.8879,OTHER
ERR2032836,0.9575,DEVIANT
ERR2032837,0.8748,OTHER
ERR2032838,0.687,NORMAL
ERR2032840,0.7024,NORMAL
ERR2032842,0.7713,OTHER
ERR2032843,0.7932,OTHER
ERR2032844,0.7396,OTHER
ERR2032845,0.9068,DEVIANT
ERR2032847,0.867,OTHER
ERR2032848,0.7548,OTHER
ERR2032849,0.5956,NORMAL
ERR2032850,0.7013,NORMAL
ERR2032852,0.9235,DEVIANT
ERR2032853,0.8749,OTHER
ERR2032854,0.8002,OTHER
ERR2032855,0.8961,DEVIANT
ERR2032856,0.6214,NORMAL
ERR2032857,0.6312,NORMAL
ERR2032859,0.6985,NORMAL
ERR2032861,0.7445,OTHER
ERR2032862,0.8504,OTHER
ERR2032868,0.588,NORMAL
ERR2032869,0.6636,NORMAL
ERR2032890,0.6794,NORMAL
ERR2032892,0.7513,OTHER
ERR2032895,0.6504,NORMAL
ERR2032897,0.7082,NORMAL
ERR2032905,0.7362,OTHER
ERR2032910,0.9625,DEVIANT
ERR2032912,0.8887,DEVIANT
ERR2032913,0.7431,OTHER
ERR2032915,0.8333,OTHER
ERR2032925,0.7368,OTHER
ERR2032926,0.8615,OTHER
ERR2032927,0.7145,NORMAL
ERR2032928,0.7195,NORMAL
ERR2032932,0.7319,OTHER
ERR2032935,0.5369,NORMAL
ERR2032942,0.757,OTHER
ERR2032946,0.832,OTHER
ERR2032947,0.7959,OTHER
ERR2033212,0.8039,OTHER
ERR2033214,0.6475,NORMAL
ERR2033215,0.7161,NORMAL
ERR2033253,0.9521,DEVIANT
ERR2033290,0.6845,NORMAL
ERR2033319,0.6482,NORMAL
ERR2033347,0.8661,OTHER
ERR2033375,0.703,NORMAL
ERR2033385,0.7811,OTHER
ERR2033427,0.9505,DEVIANT
ERR2033437,0.7143,NORMAL
ERR2033447,0.745,OTHER
ERR2033459,0.705,NORMAL
ERR2033460,0.7901,OTHER
ERR2033465,0.5505,NORMAL
ERR2033466,0.7872,OTHER
ERR2033467,0.6999,NORMAL
ERR2033469,0.657,NORMAL
ERR2033472,0.7578,OTHER
ERR2033473,0.82,OTHER
ERR2033474,0.8033,OTHER
ERR2033475,0.6828,NORMAL
ERR2033486,0.6739,NORMAL
ERR2033546,0.6708,NORMAL
ERR2033550,0.6993,NORMAL
ERR2033575,0.8715,OTHER
ERR2033600,0.7749,OTHER
ERR2033610,0.8188,OTHER
ERR2033626,0.7584,OTHER
ERR2033628,0.6742,NORMAL
ERR2033629,0.7514,OTHER
ERR2033631,0.6908,NORMAL
ERR2033636,0.6763,NORMAL
ERR2056773,0.8757,OTHER
ERR2056786,0.9909,DEVIANT
ERR2056790,0.7031,NORMAL
ERR2056808,0.8412,OTHER
ERR2056809,0.6419,NORMAL
ERR2056810,0.6721,NORMAL
ERR2056811,0.695,NORMAL
ERR2056817,0.8427,OTHER
ERR2056826,0.559,NORMAL
ERR2056830,0.6748,NORMAL
ERR2056846,0.8147,OTHER
ERR2056852,0.718,NORMAL
ERR2056853,0.5827,NORMAL
ERR2056854,0.8016,OTHER
ERR2056864,0.7134,NORMAL
ERR2056876,0.654,NORMAL
ERR2056883,0.8309,OTHER
ERR2056886,0.9374,DEVIANT
ERR2056888,0.9054,DEVIANT
ERR2056906,0.7741,OTHER
ERR2056911,0.731,OTHER
ERR2056915,0.709,NORMAL
ERR2056919,0.7792,OTHER
ERR2056939,0.5386,NORMAL
ERR2056941,0.6832,NORMAL
ERR2056948,0.8728,OTHER
ERR2056951,0.7915,OTHER
ERR2056955,0.7293,OTHER
ERR2056959,0.7988,OTHER
ERR2056962,0.6199,NORMAL
ERR2056963,0.6817,NORMAL
ERR2056972,0.9232,DEVIANT
ERR2056982,0.7145,NORMAL
ERR2056987,0.7054,NORMAL
ERR2056990,0.8664,OTHER
ERR2056992,0.6933,NORMAL
ERR2056993,0.9208,DEVIANT
ERR2056996,0.9425,DEVIANT
ERR2057004,0.7574,OTHER
ERR2057008,0.6214,NORMAL
ERR2057011,0.7893,OTHER
ERR2057014,0.7553,OTHER
ERR2057016,0.7481,OTHER
ERR2057018,0.6892,NORMAL
ERR2057020,0.6788,NORMAL
ERR2057022,0.7788,OTHER
ERR2057028,0.8027,OTHER
ERR2057043,0.8561,OTHER
ERR2057047,0.9479,DEVIANT
ERR2057048,0.7164,NORMAL
ERR2057056,0.6586,NORMAL
ERR2057064,0.882,OTHER
ERR2057065,0.6897,NORMAL
ERR2057066,0.7158,NORMAL
ERR2057068,0.6436,NORMAL
ERR2057069,0.6729,NORMAL
ERR2057074,0.7351,OTHER
ERR2057078,0.6926,NORMAL
ERR2057080,0.7652,OTHER
ERR2057081,0.6684,NORMAL
ERR2057085,0.7041,NORMAL
ERR2057091,0.748,OTHER
ERR2057092,0.6596,NORMAL
ERR2057093,0.7882,OTHER
ERR2057103,0.7258,OTHER
ERR2057105,0.7308,OTHER
ERR2057109,0.8819,OTHER
ERR2057110,0.8254,OTHER
ERR2057111,0.6219,NORMAL
ERR2057113,0.6946,NORMAL
ERR2057116,0.8075,OTHER
ERR2057117,0.7419,OTHER
ERR2057120,0.7409,OTHER
ERR2057130,0.6925,NORMAL
ERR2057131,0.806,OTHER
ERR2057138,0.7207,NORMAL
ERR2057141,0.7786,OTHER
ERR2057146,0.7535,OTHER
ERR2057147,0.8304,OTHER
ERR2057149,0.5774,NORMAL
ERR2057152,0.6704,NORMAL
ERR2057153,0.7664,OTHER
ERR2057154,0.7029,NORMAL
ERR2057159,0.7837,OTHER
ERR2057160,0.7373,OTHER
ERR2057161,0.7313,OTHER
ERR2057163,0.8559,OTHER
ERR2057164,0.6924,NORMAL
ERR2057167,0.9012,DEVIANT
ERR2057169,0.8196,OTHER
ERR2057170,0.8036,OTHER
ERR2057172,0.826,OTHER
ERR2057173,0.7077,NORMAL
ERR2057174,0.7561,OTHER
ERR2057175,0.677,NORMAL
ERR2057178,0.7434,OTHER
ERR2057183,0.6227,NORMAL
ERR2057185,0.8242,OTHER
ERR2057191,0.6964,NORMAL
ERR2057194,0.902,DEVIANT
ERR2057195,0.725,NORMAL
ERR2057197,0.9113,DEVIANT
ERR2057199,0.6851,NORMAL
ERR2057200,0.7086,NORMAL
ERR2057204,0.627,NORMAL
ERR2057207,0.6779,NORMAL
ERR2057212,0.7771,OTHER
ERR2057214,0.788,OTHER
ERR2057217,0.8181,OTHER
ERR2057218,0.7862,OTHER
ERR2057220,0.6452,NORMAL
ERR2057222,0.6951,NORMAL
ERR2057223,0.8924,DEVIANT
ERR2057225,0.6704,NORMAL
ERR2057228,0.7048,NORMAL
ERR2091829,0.5232,NORMAL
ERR2091831,0.7468,OTHER
ERR2091833,0.6902,NORMAL
ERR2091842,0.7611,OTHER
ERR2091844,0.6739,NORMAL
ERR2091848,0.6247,NORMAL
ERR2091854,0.6942,NORMAL
ERR2091859,0.846,OTHER
ERR2091863,0.679,NORMAL
ERR2091864,0.7498,OTHER
ERR2091865,0.7272,OTHER
ERR2091866,0.9621,DEVIANT
ERR2091867,0.7256,NORMAL
ERR2091868,0.8,OTHER
ERR2091869,0.7431,OTHER
ERR2091870,0.7521,OTHER
ERR2091871,0.6884,NORMAL
ERR2091875,0.764,OTHER
ERR2091876,0.723,NORMAL
ERR2091877,0.83,OTHER
ERR2091878,0.7206,NORMAL
ERR2091879,0.7881,OTHER
ERR2091880,0.7906,OTHER
ERR2091882,0.7948,OTHER
ERR2091883,0.6601,NORMAL
ERR2091884,0.6172,NORMAL
ERR2091887,0.7467,OTHER
ERR2091890,0.7188,NORMAL
ERR2091892,0.6096,NORMAL
ERR2091894,0.7208,NORMAL
ERR2091895,0.7358,OTHER
ERR2091900,0.5765,NORMAL
ERR2091903,0.7485,OTHER
ERR2091905,0.8796,OTHER
ERR2091908,0.8686,OTHER
ERR2091911,0.589,NORMAL
ERR2091916,0.8178,OTHER
ERR2091918,0.7697,OTHER
ERR2091920,0.6796,NORMAL
ERR2091922,0.6213,NORMAL
ERR2091924,0.7141,NORMAL
ERR2091925,0.708,NORMAL
ERR2091928,0.6632,NORMAL
ERR2091932,0.8449,OTHER
ERR2091934,0.7326,OTHER
ERR2091937,0.6399,NORMAL
ERR2091943,0.8124,OTHER
ERR2091948,0.8204,OTHER
ERR2091957,0.7125,NORMAL
ERR2091964,0.5942,NORMAL
ERR2091965,0.7109,NORMAL
ERR2091967,0.6573,NORMAL
ERR2091968,0.899,DEVIANT
ERR2091969,0.8144,OTHER
ERR2091972,0.727,OTHER
ERR2091974,0.6737,NORMAL
ERR2091975,0.5769,NORMAL
ERR2091979,0.6862,NORMAL
ERR2091981,0.745,OTHER
ERR2091983,0.6772,NORMAL
ERR2091984,0.7746,OTHER
ERR2091987,0.6985,NORMAL
ERR2091989,0.7883,OTHER
ERR2091992,0.6561,NORMAL
ERR2092000,0.5829,NORMAL
ERR2092003,0.715,NORMAL
ERR2092004,0.7084,NORMAL
ERR2092005,0.6688,NORMAL
ERR2092008,0.7872,OTHER
ERR2092010,0.6745,NORMAL
ERR2092014,0.6488,NORMAL
ERR2092015,0.7468,OTHER
ERR2092016,0.7023,NORMAL
ERR2092017,0.7739,OTHER
ERR2092021,0.8282,OTHER
ERR2092022,0.7502,OTHER
ERR2092028,0.8058,OTHER
ERR2092032,0.6632,NORMAL
ERR2092036,0.6578,NORMAL
ERR2092037,0.7177,NORMAL
ERR2092038,0.7024,NORMAL
ERR2092039,0.7041,NORMAL
ERR2092044,0.7281,OTHER
ERR2092048,0.7778,OTHER
ERR2092049,0.7374,OTHER
ERR2092050,0.694,NORMAL
ERR2092052,0.7619,OTHER
ERR2092053,0.6444,NORMAL
ERR2092059,0.6468,NORMAL
ERR2092060,0.8161,OTHER
ERR2092062,0.5935,NORMAL
ERR2092064,0.7817,OTHER
ERR2092066,0.9522,DEVIANT
ERR2092067,0.7217,NORMAL
ERR2092071,0.8913,DEVIANT
ERR2092072,0.6327,NORMAL
ERR2092083,0.689,NORMAL
ERR2092084,0.7729,OTHER
ERR2092090,0.6993,NORMAL
ERR2092091,0.629,NORMAL
ERR2092092,0.7202,NORMAL
ERR2092093,0.8037,OTHER
ERR2092100,0.8303,OTHER
ERR2092101,0.8157,OTHER
ERR2092102,0.566,NORMAL
ERR2092103,0.6663,NORMAL
ERR2092104,0.8505,OTHER
ERR2092108,0.7625,OTHER
ERR2092140,0.6437,NORMAL
ERR2092142,0.8091,OTHER
ERR2092145,0.7721,OTHER
ERR2092152,0.7875,OTHER
ERR2092154,0.821,OTHER
ERR2092161,0.7121,NORMAL
ERR2092162,0.67,NORMAL
ERR2092169,0.6596,NORMAL
ERR2092170,0.8696,OTHER
ERR2092175,0.8158,OTHER
ERR2092178,0.7171,NORMAL
ERR2092183,0.7251,NORMAL
ERR2092191,0.7211,NORMAL
ERR2092197,0.8032,OTHER
ERR2092199,0.7323,OTHER
ERR2092201,0.7969,OTHER
ERR2092208,0.8688,OTHER
ERR2092212,0.7637,OTHER
ERR2092215,0.8034,OTHER
ERR2092222,0.6982,NORMAL
ERR2092225,0.7162,NORMAL
ERR2092242,0.7824,OTHER
ERR2092246,0.6859,NORMAL
ERR2092252,0.6642,NORMAL
ERR2092257,0.8297,OTHER
ERR2092261,0.7315,OTHER
ERR2092264,0.6975,NORMAL
ERR2092268,0.7181,NORMAL
ERR2092271,0.7287,OTHER
ERR2092283,0.8855,OTHER
ERR2092286,0.815,OTHER
ERR2092295,0.88,OTHER
ERR2092299,0.657,NORMAL
ERR2092303,0.6814,NORMAL
ERR2092305,0.7632,OTHER
ERR2092311,0.9448,DEVIANT
ERR2092312,0.7155,NORMAL
ERR2092316,0.6211,NORMAL
ERR2092319,0.6586,NORMAL
ERR2092321,0.7356,OTHER
ERR2092326,0.7958,OTHER
ERR2092330,0.7168,NORMAL
ERR2092334,0.7578,OTHER
ERR2092340,0.655,NORMAL
ERR2092342,0.6538,NORMAL
ERR2092345,0.6363,NORMAL
ERR2092346,0.6514,NORMAL
ERR2092349,0.6916,NORMAL
ERR2092351,0.6426,NORMAL
ERR2092355,0.8329,OTHER
ERR2092357,0.6792,NORMAL
ERR2092359,0.6811,NORMAL
ERR2092360,0.8058,OTHER
ERR2092366,0.5903,NORMAL
ERR2092367,0.6683,NORMAL
ERR2092372,0.7914,OTHER
ERR2092376,0.7225,NORMAL
ERR2092381,0.8202,OTHER
ERR2092386,0.7217,NORMAL
ERR2092396,0.7124,NORMAL
ERR2092400,0.7728,OTHER
ERR2092402,0.8598,OTHER
ERR2092404,0.6068,NORMAL
ERR2092409,0.7059,NORMAL
ERR2092411,0.6693,NORMAL
ERR2092416,0.6975,NORMAL
ERR2092419,0.9152,DEVIANT
ERR2092423,0.7975,OTHER
ERR2092427,0.8044,OTHER
ERR2092429,0.763,OTHER
ERR2092431,0.7734,OTHER
ERR2092434,0.7488,OTHER
ERR2092435,0.9141,DEVIANT
ERR2092438,0.7374,OTHER
ERR2092440,0.7254,NORMAL
ERR2092448,0.7907,OTHER
ERR2092452,0.8527,OTHER
ERR2092458,0.7569,OTHER
ERR2092462,0.7093,NORMAL
ERR2092464,0.8394,OTHER
ERR2092467,0.7103,NORMAL
ERR2092468,0.7513,OTHER
ERR2092469,0.6502,NORMAL
ERR2092474,0.7259,OTHER
ERR2092512,0.6666,NORMAL
ERR2092539,0.583,NORMAL
ERR2092547,0.6996,NORMAL
ERR2092585,0.6895,NORMAL
ERR2092593,0.6618,NORMAL
ERR2092610,0.8955,DEVIANT
ERR2092680,0.6411,NORMAL
ERR2092729,0.7247,NORMAL
ERR2092752,0.7992,OTHER
